make,model,mfg_year,emission_standard,fuel_delivery_system,fuel_tank_material,max_safe_ethanol_pct,source_reference
Honda,WR-V,2022,BS6,Fuel_Injection,Plastic,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,WR-V,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Jazz,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Jazz,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Jazz,2022,BS6,Fuel_Injection,Plastic,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Jazz,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Civic,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Civic,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Civic,2022,BS6,Fuel_Injection,Plastic,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Civic,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,BR-V,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,BR-V,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,BR-V,2022,BS6,Fuel_Injection,Plastic,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,BR-V,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Elevate,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Elevate,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Elevate,2022,BS6,Fuel_Injection,Plastic,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Elevate,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Innova,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Innova,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Innova,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Innova,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Fortuner,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Fortuner,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Fortuner,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Fortuner,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Glanza,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Glanza,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Glanza,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Glanza,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Urban Cruiser,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Urban Cruiser,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Urban Cruiser,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Urban Cruiser,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Etios,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Etios,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Etios,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Etios,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Corolla Altis,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Corolla Altis,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Corolla Altis,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Corolla Altis,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Camry,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Camry,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Camry,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Camry,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Toyota,Hyryder,2016,BS3,Carburettor,Steel,5,Toyota India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Toyota,Hyryder,2019,BS4,Carburettor,Steel,10,Toyota India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Toyota,Hyryder,2022,BS6,Fuel_Injection,Plastic,10,Toyota India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Toyota,Hyryder,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Toyota India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Kia,Seltos,2016,BS3,Carburettor,Steel,5,Kia India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Kia,Seltos,2019,BS4,Carburettor,Steel,10,Kia India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Kia,Seltos,2022,BS6,Fuel_Injection,Plastic,10,Kia India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Kia,Seltos,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Kia India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Kia,Sonet,2016,BS3,Carburettor,Steel,5,Kia India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Kia,Sonet,2019,BS4,Carburettor,Steel,10,Kia India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Kia,Sonet,2022,BS6,Fuel_Injection,Plastic,10,Kia India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Kia,Sonet,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Kia India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Kia,Carens,2016,BS3,Carburettor,Steel,5,Kia India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Kia,Carens,2019,BS4,Carburettor,Steel,10,Kia India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Kia,Carens,2022,BS6,Fuel_Injection,Plastic,10,Kia India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Kia,Carens,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Kia India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Kia,Carnival,2016,BS3,Carburettor,Steel,5,Kia India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Kia,Carnival,2019,BS4,Carburettor,Steel,10,Kia India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Kia,Carnival,2022,BS6,Fuel_Injection,Plastic,10,Kia India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Kia,Carnival,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Kia India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Renault,Kwid,2016,BS3,Carburettor,Steel,5,Renault India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Renault,Kwid,2019,BS4,Carburettor,Steel,10,Renault India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Renault,Kwid,2022,BS6,Fuel_Injection,Plastic,10,Renault India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Renault,Kwid,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Renault India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Renault,Triber,2016,BS3,Carburettor,Steel,5,Renault India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Renault,Triber,2019,BS4,Carburettor,Steel,10,Renault India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Renault,Triber,2022,BS6,Fuel_Injection,Plastic,10,Renault India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Renault,Triber,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Renault India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Renault,Duster,2016,BS3,Carburettor,Steel,5,Renault India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Renault,Duster,2019,BS4,Carburettor,Steel,10,Renault India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Renault,Duster,2022,BS6,Fuel_Injection,Plastic,10,Renault India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Renault,Duster,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Renault India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Renault,Kiger,2016,BS3,Carburettor,Steel,5,Renault India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Renault,Kiger,2019,BS4,Carburettor,Steel,10,Renault India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Renault,Kiger,2022,BS6,Fuel_Injection,Plastic,10,Renault India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Renault,Kiger,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Renault India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Nissan,Magnite,2016,BS3,Carburettor,Steel,5,Nissan India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Nissan,Magnite,2019,BS4,Carburettor,Steel,10,Nissan India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Nissan,Magnite,2022,BS6,Fuel_Injection,Plastic,10,Nissan India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Nissan,Magnite,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Nissan India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Nissan,Terrano,2016,BS3,Carburettor,Steel,5,Nissan India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Nissan,Terrano,2019,BS4,Carburettor,Steel,10,Nissan India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Nissan,Terrano,2022,BS6,Fuel_Injection,Plastic,10,Nissan India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Nissan,Terrano,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Nissan India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Nissan,Sunny,2016,BS3,Carburettor,Steel,5,Nissan India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Nissan,Sunny,2019,BS4,Carburettor,Steel,10,Nissan India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Nissan,Sunny,2022,BS6,Fuel_Injection,Plastic,10,Nissan India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Nissan,Sunny,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Nissan India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Volkswagen,Polo,2016,BS3,Carburettor,Steel,5,Volkswagen India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Volkswagen,Polo,2019,BS4,Carburettor,Steel,10,Volkswagen India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Volkswagen,Polo,2022,BS6,Fuel_Injection,Plastic,10,Volkswagen India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Volkswagen,Polo,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Volkswagen India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Volkswagen,Vento,2016,BS3,Carburettor,Steel,5,Volkswagen India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Volkswagen,Vento,2019,BS4,Carburettor,Steel,10,Volkswagen India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Volkswagen,Vento,2022,BS6,Fuel_Injection,Plastic,10,Volkswagen India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Volkswagen,Vento,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Volkswagen India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Volkswagen,Taigun,2016,BS3,Carburettor,Steel,5,Volkswagen India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Volkswagen,Taigun,2019,BS4,Carburettor,Steel,10,Volkswagen India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Volkswagen,Taigun,2022,BS6,Fuel_Injection,Plastic,10,Volkswagen India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Volkswagen,Taigun,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Volkswagen India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Skoda,Rapid,2016,BS3,Carburettor,Steel,5,Skoda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Skoda,Rapid,2019,BS4,Carburettor,Steel,10,Skoda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Skoda,Rapid,2022,BS6,Fuel_Injection,Plastic,10,Skoda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Skoda,Rapid,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Skoda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Skoda,Kushaq,2016,BS3,Carburettor,Steel,5,Skoda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Skoda,Kushaq,2019,BS4,Carburettor,Steel,10,Skoda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Skoda,Kushaq,2022,BS6,Fuel_Injection,Plastic,10,Skoda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Skoda,Kushaq,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Skoda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Skoda,Slavia,2016,BS3,Carburettor,Steel,5,Skoda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Skoda,Slavia,2019,BS4,Carburettor,Steel,10,Skoda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Skoda,Slavia,2022,BS6,Fuel_Injection,Plastic,10,Skoda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Skoda,Slavia,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Skoda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Skoda,Octavia,2016,BS3,Carburettor,Steel,5,Skoda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Skoda,Octavia,2019,BS4,Carburettor,Steel,10,Skoda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Skoda,Octavia,2022,BS6,Fuel_Injection,Plastic,10,Skoda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Skoda,Octavia,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Skoda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Ford,EcoSport,2016,BS3,Carburettor,Steel,5,Ford India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Ford,EcoSport,2019,BS4,Carburettor,Steel,10,Ford India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Ford,EcoSport,2022,BS6,Fuel_Injection,Plastic,10,Ford India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Ford,EcoSport,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Ford India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Ford,Figo,2016,BS3,Carburettor,Steel,5,Ford India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Ford,Figo,2019,BS4,Carburettor,Steel,10,Ford India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Ford,Figo,2022,BS6,Fuel_Injection,Plastic,10,Ford India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Ford,Figo,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Ford India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Ford,Aspire,2016,BS3,Carburettor,Steel,5,Ford India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Ford,Aspire,2019,BS4,Carburettor,Steel,10,Ford India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Ford,Aspire,2022,BS6,Fuel_Injection,Plastic,10,Ford India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Ford,Aspire,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Ford India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Ford,Endeavour,2016,BS3,Carburettor,Steel,5,Ford India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Ford,Endeavour,2019,BS4,Carburettor,Steel,10,Ford India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Ford,Endeavour,2022,BS6,Fuel_Injection,Plastic,10,Ford India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Ford,Endeavour,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Ford India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Chevrolet,Beat,2016,BS3,Carburettor,Steel,5,Chevrolet India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Chevrolet,Beat,2019,BS4,Carburettor,Steel,10,Chevrolet India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Chevrolet,Beat,2022,BS6,Fuel_Injection,Plastic,10,Chevrolet India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Chevrolet,Beat,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Chevrolet India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Chevrolet,Spark,2016,BS3,Carburettor,Steel,5,Chevrolet India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Chevrolet,Spark,2019,BS4,Carburettor,Steel,10,Chevrolet India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Chevrolet,Spark,2022,BS6,Fuel_Injection,Plastic,10,Chevrolet India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Chevrolet,Spark,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Chevrolet India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Chevrolet,Sail,2016,BS3,Carburettor,Steel,5,Chevrolet India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Chevrolet,Sail,2019,BS4,Carburettor,Steel,10,Chevrolet India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Chevrolet,Sail,2022,BS6,Fuel_Injection,Plastic,10,Chevrolet India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Chevrolet,Sail,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Chevrolet India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Fiat,Punto,2016,BS3,Carburettor,Steel,5,Fiat India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Fiat,Punto,2019,BS4,Carburettor,Steel,10,Fiat India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Fiat,Punto,2022,BS6,Fuel_Injection,Plastic,10,Fiat India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Fiat,Punto,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Fiat India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Fiat,Linea,2016,BS3,Carburettor,Steel,5,Fiat India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Fiat,Linea,2019,BS4,Carburettor,Steel,10,Fiat India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Fiat,Linea,2022,BS6,Fuel_Injection,Plastic,10,Fiat India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Fiat,Linea,2024,BS6-Phase2,Fuel_Injection,Plastic,20,Fiat India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Activa 3G,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Activa 3G,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Activa 3G,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Activa 3G,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Activa 5G,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Activa 5G,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Activa 5G,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Activa 5G,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Activa 6G,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Activa 6G,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Activa 6G,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Activa 6G,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Dio,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Dio,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Dio,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Dio,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Grazia,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Grazia,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Grazia,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Grazia,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Aviator,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Aviator,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Aviator,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Aviator,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Jupiter,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Jupiter,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Jupiter,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Jupiter,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Ntorq 125,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Ntorq 125,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Ntorq 125,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Ntorq 125,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Scooty Pep Plus,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Scooty Pep Plus,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Scooty Pep Plus,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Scooty Pep Plus,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Wego,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Wego,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Wego,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Wego,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Zest 110,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Zest 110,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Zest 110,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
